partNo,hsnCode,description,productGroup,category,uom,gstPct,piePrice,elgiPrice,reorderLevel,safetyStock,defaultBinId,notes
B00737050001,84149019,930EI0004 -5/2 WAY SOL VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30304,32426,,,,
B007500010004,84213920,337002-HOT GAS BY PASS VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,49884,53376,,,,
B007501540001,,HGBPV-TUH9-R134A-068U2953,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4701,5031,,,,
B007501540002,,HGBPV-KVC12-R134A-034L014,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11447,12249,,,,
B007600720001,84149019,FAN DIA 36INCH WITH HUB,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,39067,41802,,,,
B007600950001,,EM 3KW 4P 400V 50HZ EFF2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22421,23991,,,,
B007606910002,84149019,"FAN WITH MOTOR,COOLING SYS OA",OFSAC Spares,OFSAC Spares,Nos,18,230660,,,,,
B007700690001,84149019,SPLIT COOLER E11,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,74826,80064,,,,
B007700690002,84149019,AFTER COOLER E11,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29545,31614,,,,
B007700690003,84149019,OIL COOLER E11,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,61562,65872,,,,
B007700690004,84149019,SPLIT COOLER E15 TO 22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,87378,93495,,,,
B007700690005,84149019,AFTER COOLER E15 TO 22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30255,32373,,,,
B007700690006,84149019,OIL COOLER E15 TO 22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,60129,64339,,,,
B007700690007,84149019,SPLIT COOLER E30,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,141983,151922,,,,
B007700690008,84149019,AFTER COOLER E30,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,58778,62893,,,,
B007700690009,84149019,OIL COOLER E30,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,119275,127625,,,,
B007700690010,84149019,SPLIT COOLER E37,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,151452,162054,,,,
B007700690011,84149019,AFTER COOLER E37,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,60027,64229,,,,
B007700690012,84149019,OIL COOLER E37,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,86303,92345,,,,
B007700690013,84149019,SPLIT COOLER E45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,186370,199416,,,,
B007700690014,84149019,AFTER COOLER E45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,66972,71661,,,,
B007700690015,84149019,OIL COOLER E45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,145803,156010,,,,
B007700690016,84149019,SPLIT COOLER E55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,252045,269689,,,,
B007700690017,84149019,AFTER COOLER E55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,88184,94357,,,,
B007700690018,84149019,COOLER ASSY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17372,18589,,,,
B007700690019,84149019,OIL COOLER E55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,192404,205873,,,,
B007700690020,84149019,AFTER COOLER E75,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,133292,142623,,,,
B007700690021,84149019,OIL COOLER E75,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,206270,220709,,,,
B007700690022,,Combi cooler E11-15,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,49031,52464,,,,
B007700690023,84149019,Combi cooler E18-30,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,58975,63104,,,,
B007700690026,84149019,Split Cooler E55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,137807,147454,,,,
B007700690029,84149019,E55 AFTER COOLER-B2522.1,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,45925,49140,,,,
B007700690030,84149019,E55 OIL COOLER ASSY -B2522.2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,111098,118875,,,,
B007705490001,,OIL AFTER COOLER 11kW En73s,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,31577,33788,,,,
B007705490003,84195090,OIL/AFTER COOLER En53-60Hz,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,24809,26546,,,,
B007705490004,84195090,Combi Cooler En73S 15kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,52223,55879,,,,
B007705490008,,COMBI COOLER ASSY - EN7,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,46370,49616,,,,
B007705830002,84149019,SPLIT COOLER E45 VE MODEL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,174573,186794,,,,
B007705830009,84149019,COMBI COOLER F2 E18-E22 VE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,82302,88064,,,,
B007705830016,84149019,OIL AND AFTER COOLER EG-55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,174743,186976,,,,
B007705830022,84149019,COOLER ASSY OA1,OFSAC Spares,OFSAC Spares,Nos,18,467512,,,,,
B007705830023,84149019,OIL AND AFTER COOLER EG22 ALPH,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,53444,57186,,,,
B007705830024,,OIL COOLER EG22 F2 ALPHA,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,43451,46493,,,,
B007705830025,,AFTER COOLER EG22 ALPHA,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18018,19280,,,,
B007705830030,,OIL AND AFTER COOLER - EG75,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,185144,198105,,,,
B007705830031,,OIL AND AFTER COOLER ASSY-EG45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,129712,138792,,,,
B007705830038,,COOLER ASSY - OA3 ALPHA,OFSAC Spares,OFSAC Spares,Nos,18,1067928,,,,,
B007706060001,84195090,OIL-AFTER COOLER ASSY E250WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1586919,1698004,,,,
B007706060002,,AFTER AND OIL COOLER WC McNall,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,979663,1048240,,,,
B007706620003,,COMBI PRECOOLERS IC-AC OA2,OFSAC Spares,OFSAC Spares,Nos,18,1297913,,,,,
B007708400001,,PRECOOLER ASSEMBLY OA3,OFSAC Spares,OFSAC Spares,Nos,18,2067739,,,,,
B0078XXXX0001,84199090,RADIATOR & OIL COOLER ASSY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,317500,339725,,,,
B007900860004,,DRIVEN PULLEY 4KW - 10,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1669,1786,,,,
B007900860005,84149019,DRIVE PULLEY 5 kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4424,4734,,,,
B007900860006,,DRIVE PULLEY 4kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9267,9916,,,,
B007900860010,40103999,V BELT LENGTH 1080,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,664,711,,,,
B007900860011,40103999,V BELT LENGTH 1090,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,740,792,,,,
B007900860012,40103110,V BELT LENGTH 1112,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,688,737,,,,
B007900860013,84835090,Drive pulley SPZ dia 250,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17929,19185,,,,
B007900860017,84835090,Driven pulley SPZ dia 112,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5059,5414,,,,
B007900860018,40103999,Cogged belt SPZX1050,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1079,1155,,,,
B007900860020,40103999,Cogged Belt SPZX 1060,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1057,1131,,,,
B007900860022,84835090,Driven pulley SPZ dia 106,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3924,4199,,,,
B007900860024,,Driven pulley SPZ dia 132,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6511,6967,,,,
B007900860028,40103999,COGGED BELT XPZ 987,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,862,923,,,,
B007902150005,40103999,V belt XPZ MF940,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,580,621,,,,
B007902150006,40103999,V belt XPZ MF875,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,518,555,,,,
B007902150007,40103999,V belt XPZ MF 830,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,513,549,,,,
B007902150008,40103999,V belt XPZ MF 850,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,511,547,,,,
B007902150009,,V belt XPZ MF 860,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,407,436,,,,
B007902150010,,V belt XPZ MF 930,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,713,763,,,,
B007902150011,40101110,V belt XPZ MF 900,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,620,664,,,,
B007902150014,84835090,Drive pulley dia 190,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8517,9114,,,,
B007902150015,84835090,Drive pulley dia140,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5370,5746,,,,
B007902150017,84835090,Driven pulley dia 100,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5007,5358,,,,
B007902150018,,Drive pulley dia 160,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8433,9024,,,,
B007902150019,84149019,Driven pulley dia 90,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3419,3659,,,,
B007902150020,84835090,Driven pulley dia 85,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3661,3918,,,,
B007902150021,,Drive pulley dia 132,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5531,5919,,,,
B007902150022,,DRIVEN PULLEY DIA 95,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3213,3438,,,,
B007902150023,84835090,Drive pulley dia 140,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5318,5691,,,,
B007902150024,84835090,Drive pulley dia 160,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7668,8205,,,,
B007902150025,,Driven pulley dia 100,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2009,2150,,,,
B007902150027,84835090,Driven pulley dia 132,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6427,6877,,,,
B007902150028,,DRIVE PULLEY 5KW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8141,8711,,,,
B007902150029,84149019,DRIVEN PULLEY 5KW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1522,1629,,,,
B007902150031,40103999,V BELT LENGTH 1130,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,715,766,,,,
B007902420005,,DRIVE PULLEY XPB 3V 190,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12193,13047,,,,
B007902420007,84835010,DRIVE PULLEY SPB 3V 180,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7365,7881,,,,
B007902420008,84835090,DRIVE PULLEY SPB 3V 200,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8247,8825,,,,
B007902420010,,DRIVE PULLEY SPB 3V 150,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5487,5872,,,,
B007902420020,84835010,DRIVEN PULLEY XPB 3V 236,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11687,12506,,,,
B007902420021,84835010,DRIVEN PULLEY SPB 3V 280,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15526,16613,,,,
B007902420024,84835090,DRIVE PULLEY XPA 2V 250 48,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7515,8042,,,,
B007902420025,84835090,DRIVE PULLEY XPA 2V 190 48,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5977,6396,,,,
B007902420026,84835010,DRIVE PULLEY XPA 2V 200 38,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5346,5721,,,,
B007902420027,,DRIVE PULLEY XPA 2V 212 42,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6344,6789,,,,
B007902420028,84835090,DRIVE PULLEY XPA 2V 170 38,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4712,5042,,,,
B007902420032,84835090,DRIVEN PULLEY XPA 2V 132 35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4225,4521,,,,
B007902420033,84835090,DRIVEN PULLEY XPA 2V 150 35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4753,5086,,,,
B007902420035,84835090,DRIVEN PULLEY XPA 2V 170 35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5393,5771,,,,
B007902420074,,DRIVEN PULLEY SPA 2V 100 35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3167,3389,,,,
B007902420077,84835090,DRIVEN PULLEY SPA 2V 118 35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4676,5004,,,,
B007902420083,84835090,DRIVE PULLEY SPA 2V 132 38,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4149,4440,,,,
B007902420087,84835090,DRIVE PULLEY SPA 2V 180 42,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5404,5783,,,,
B007902420094,,DRIVEN PULLEY SPB 3V 180 40,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7105,7603,,,,
B007902420095,84835090,DRIVEN PULLEY SPB 3V 200 40,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8247,8825,,,,
B007902420102,,DRIVEN PULLEY SPB 3V 160 55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12168,13020,,,,
B007902420107,84835010,DRIVE PULLEY SPB 3V 190_55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10786,11542,,,,
B007902420109,84835090,DRIVEN PULLEY SPA 3V 90 35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2971,3179,,,,
B007902420110,84835090,DRIVE PULLEY SPA 3V 200 55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7848,8398,,,,
B008100010002,84213920,144208-FAN LEAF,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14928,15973,,,,
B008100720003,,FAN DIA 230,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5623,6017,,,,
B008100720006,84149019,FAN ASSY 23 INCH,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17334,18548,,,,
B008100720009,,FAN ASSY 48 INCH WITH HUB,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,52200,55854,,,,
B008100950001,,"AXIAL FAN 63W,110V,50HZ",OFSAC Spares,OFSAC Spares,Nos,18,12593,,,,,
B008101250024,84149019,"FAN 1120 DIA, 4-8 OA2",OFSAC Spares,OFSAC Spares,Nos,18,31364,,,,,
B008101250056,84149019,"FAN ASSY 23""",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16228,17364,,,,
B008101320001,,EXHAUST FAN 24 INCH,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,28141,30111,,,,
B008103690004,,FAN ASSY 36 INCH WITH 10HP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35894,38407,,,,
B008106910001,84149019,PUSHER FAN 710DIA(BELL MOUTH),EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,107120,114619,,,,
B008106910002,84149019,800DIA RADIAL FAN OA3,OFSAC Spares,OFSAC Spares,Nos,18,383490,,,,,
B008106910003,84149019,"PUSHER AXIAL FAN 350DIA,60HZ-F",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32536,34814,,,,
B008106910005,84149019,PUSHER FAN 630 DIA 50HZ(BELL M,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,91250,97638,,,,
B008106910012,84145930,"PUSHER FAN 630DIA,50HZ 415V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,21896,23429,,,,
B008106910013,,PUSHER FAN 630 DIA_575V 60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,93605,100158,,,,
B008107010002,84149019,PUSHER FAN DIA400,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11933,12769,,,,
B008107010005,,"100,150,200CFM FAN 250DIA",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7681,8219,,,,
B008107010007,,PUSHER FAN 250 DIA. 220V,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7680,8218,,,,
B008107010009,,40CFM FAN 200DIA,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6817,7295,,,,
B008107010013,84149019,PUSHER FAN 630DIA AC 415V 50HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30014,32115,,,,
B008401880003,82077090,Pressure relief valve 1/2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2567,2747,,,,
B008401880007,,SAFETY VALVE1/2- 18BAR,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2254,2412,,,,
B008401880008,,SAFETY VALVE 3/4- 18BAR,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3876,4148,,,,
B008404050001,84819090,VALVE ASSY OIL RELIEF NH42,OFSAC Spares,OFSAC Spares,Nos,18,135178,,,,,
B008405480001,,RELIEF VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,13305,14237,,,,
B008600010001,84213920,269107-CONTROL TRANSFORMER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16529,17687,,,,
B008600010004,84213920,269106-CONTROL TRANSFORMER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15368,16444,,,,
B008600010006,,269111-CONTROL TRANSFORMER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22039,23582,,,,
B008604850001,84213990,TRANSFORMER 30VA ELRD150-400,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6463,6916,,,,
B008605480005,,TRANSFORMER 1000VA,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29827,31915,,,,
B008700460001,84818030,THERMAL VALVE ELMNT 185 F,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14582,15603,,,,
B008700780001,84818030,ELEMENT THERMAL VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10464,11197,,,,
B008706030003,,THERMAL ELEMENT 65 Deg,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6053,6477,,,,
B008706030005,84818030,THERMOSTATIC ELEMENT - ENCAP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3021,3233,,,,
B008706030009,90329000,THERMAL ELEMENT 80 DEG CELCIUS,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6052,6476,,,,
B008800010001,84213920,124402-STRAINER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4032,4315,,,,
B008806100002,84149019,"1/4""STRAINER ASSEMBLY",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1245,1333,,,,
B008806100003,84149019,STRAINER MESH EG22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,274,294,,,,
B008806240001,,"STRAINER,RETURN LINE 1/4""",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1535,1643,,,,
B009005760002,84211999,RUBBER ELBOW 5-6 INCH,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4147,4438,,,,
B009100780001,84149019,BLOW DOWN VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9445,10107,,,,
B009300780003,84818030,MINIMUM PRESSURE VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9678,10356,,,,
B009300780004,84818030,MPV - F3,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20497,21932,,,,
B009300800001,,Minimum Pressure Valve,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,137819,147467,,,,
B009300800002,84149019,MPV 2INC 1100-300V2/1200-325V2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,51967,55605,,,,
B009300800004,84149019,MPV KIT 2-1200/325V1,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8989,9619,,,,
B009300800006,84149019,MPV KIT-1,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,26198,28032,,,,
B009300800007,84149019,MPV KIT-2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14290,15291,,,,
B009301070001,84149019,MPV WITH CHECK VALVE MPVL50,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,25246,27014,,,,
B009301070002,84149019,MINIMUM PRESSURE VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17624,18858,,,,
B009301070003,84149019,MPV WITH CHECK VALVE-MPVL65,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,27401,29320,,,,
B009301070004,84149019,MINIMUM PRESSURE VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20403,21832,,,,
B009301070005,84149019,Two INCH FLANGED TYPE MPV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,55536,59424,,,,
B009301070006,84149019,MPV 2 1/2 INCH FLANGED TYPE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,97887,104740,,,,
B009301070007,84149019,MINIMUM PRESSURE VALVES,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15258,16327,,,,
B009301070008,84149019,Minimum Pressure Valve,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17878,19130,,,,
B009301070009,84149019,MPV WITH CHECK VALVE -MPVL80F,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,109722,117403,,,,
B009301070012,84149019,MPV KIT MPL 80,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16849,18029,,,,
B009301070014,84149019,MINIMUM PRESSURE VALVE KIT F2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4837,5176,,,,
B009301070016,84149019,MINIMUM PRESSURE VALVE 3'',EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30662,32809,,,,
B009301070017,84149019,"MINIMUM PRESSURE VALVE KIT-3""",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22918,24523,,,,
B009301070019,84149019,MPV 2INCH-11BAR-MPVL50H,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,27833,29782,,,,
B009301070022,,MIN.PR.VALVE-MPVL65-AB4,OFSAC Spares,OFSAC Spares,Nos,18,24819,,,,,
B009305770001,84818030,Minimum pressure valve 1 inch,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12063,12908,,,,
B009305770002,84149019,MPV 1 inch spare kit,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6050,6474,,,,
B009305770003,84149019,Minimum Pressure Valve Kit,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7627,8161,,,,
B009307110001,84149019,DISCHARGE CHECK VALVE SS-3INCH,OFSAC Spares,OFSAC Spares,Nos,18,34287,,,,,
B009400010041,84149019,ACTIVATED ALUMINA HLD045,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,564,604,,,,
B009400010077,,LLS VALVE KVC15 - 337002,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32362,34628,,,,
B009400010100,84213920,442701-AUTO DRAIN COIL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4387,4695,,,,
B009400010101,84213920,442700-AUTO DRAIN COIL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5114,5472,,,,
B009400010114,,WATER COOLED CONDENSER-123004,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,415155,444216,,,,
B009400010121,84213920,439601-DRAIN VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4950,5297,,,,
B009400010129,84213920,105901-HOT GAS SOLENOID VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18072,19338,,,,
B009400010132,84213920,225203-DRYER FILTER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7129,7629,,,,
B009400010162,84149019,122702-BLOW DOWN VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,19353,20708,,,,
B009400010163,84213920,105601-SOLENOID VALVE NC C-609,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4169,4461,,,,
B009400010164,84213920,105701-SOLENOID VALVE NO C-608,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4169,4461,,,,
B009400010167,84149019,777704-BLOW DOWN VALVE SEALKIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8025,8587,,,,
B009400010180,84149019,777710-EXHAUST VALVE SEAL KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,838,897,,,,
B009400010204,84149019,"102001-TIMER 10 MIN,3cam,220V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,23562,25212,,,,
B009400010241,,"316703-3"" 2 WAY VALVE WITH ACT",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,169263,181112,,,,
B009400010255,,600221- AF0037 AF ELEMENT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5761,6165,,,,
B009400010256,,600215- PF0037 PF ELEMENT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5761,6165,,,,
B009400010263,,CARTRIDGE AFTER FILTER 20/35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8409,8998,,,,
B009400010264,,CARTRIDGE AFTER FILTER FOR 50,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10374,11101,,,,
B009400010265,,CARTRIDGE PRE FILTER FOR 20/35,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8070,8635,,,,
B009400010266,,CARTRIDGE PRE FILTER 50/75/10,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9986,10686,,,,
B009400010267,,CARTRIDGE OIL REMOVING FILTER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5764,6168,,,,
B009400010268,,CARTRIDGE OIL REMOVING FILTER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10374,11101,,,,
B009400010269,,ELE AIR FILTER 0.01M BS 50CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30345,32470,,,,
B009400010270,,ELE AIR FILTER 0.01M BS 125CF,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,53695,57454,,,,
B009400010271,,ELEMENT HP FILTER 0.1M 50CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,42020,44962,,,,
B009400010272,,ELE AIR FILTER 0.1M BS 125CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,51965,55603,,,,
B009400010273,,"600269 - SILENCER 1"" BSP",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2328,2491,,,,
