partNo,hsnCode,description,productGroup,category,uom,gstPct,piePrice,elgiPrice,reorderLevel,safetyStock,defaultBinId,notes
105422VSA,,V-SEAL 65 VAR,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,167,179,,,,
105422VSC,,225 FR V-SEAL COVER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,111,119,,,,
108766225,,THERMISTOR CONTROLLER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10416,11146,,,,
108766230,,INTERFACE CARD ASSY CMC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1495,1600,,,,
108766235,84149019,DISPLAY PCB WITH 1M CABLE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3470,3713,,,,
110370,84149019,C/CASE M/C LG 11 100,RCD Spares,RCD Spares,Nos,18,2716,2907,,,,
110410,84149019,C/CASE M/C VP00002,RCD Spares,RCD Spares,Nos,18,1783,1908,,,,
111080,,HSG PSW,RCD Spares,RCD Spares,Nos,18,591,633,,,,
111320,,C/CASE M/C VP01010,RCD Spares,RCD Spares,Nos,18,1932,2068,,,,
111430,,B/G TM TS02/03,RCD Spares,RCD Spares,Nos,18,5349,5724,,,,
111450,,B/G TM TS05/07,RCD Spares,RCD Spares,Nos,18,8526,9123,,,,
111650,84149019,C/CASE M/C SP10/12/15/20,RCD Spares,RCD Spares,Nos,18,21464,22967,,,,
111770,84149019,B/G HV40,RCD Spares,RCD Spares,Nos,18,13425,14365,,,,
113200,84149019,HOOD HP03 ABB,RCD Spares,RCD Spares,Nos,18,15787,16893,,,,
11400009,,R134A REFRIGERANT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,955,1022,,,,
12010879,,S1 VALVE KIT FOR EQ 11-10,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,74824,80062,,,,
12241090,,PIPE SET (7 Nos)E45 CU 159,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18670,19977,,,,
12351009,,E55 INTAKE VALVE DUCT REP KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22279,23839,,,,
12374489,84149019,THERMAL VALVE BLK RETROFIT F3,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11180,11963,,,,
12374499,84149019,THERMALVALVE BLK RETROFIT EG55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,26702,28572,,,,
12374509,84149019,THERMALVALVE BLK RETROFIT EG75,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,33848,36218,,,,
12374519,84149019,THERMALVALVE BLK RETROFIT EG11,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29679,31757,,,,
12374529,84811000,THERMALVALVE BLK RETROFIT EG16,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,38209,40884,,,,
12400020,,STICKER FOR HORIZON,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,78704,84214,,,,
12400050,,ELEMENT FILTER SPARE PFE0019,RCD Spares,RCD Spares,Nos,18,10074,10780,,,,
12400060,84149019,ELEMENT FILTER SPARE PFE0036,RCD Spares,RCD Spares,Nos,18,19268,20617,,,,
12400095,,ELECTL CABLE 2CORE 0.75SQMM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,265,284,,,,
12400210,,ELEMENT FINE FILTER FFE0036,RCD Spares,RCD Spares,Nos,18,22183,23736,,,,
12400226,,ELEMENT CF 0576 - MAKE:UF,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,369024,394856,,,,
12400350,,ELEMENT CARBON FILTER CFE0019,RCD Spares,RCD Spares,Nos,18,12221,13077,,,,
12400356,84149019,KIT EN53 V1 - TANK MOUNTING,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7779,8324,,,,
12400360,,ELEMENT CARBON FILTER CFE0036,RCD Spares,RCD Spares,Nos,18,22430,24001,,,,
12400394,84149019,O- RING AND GASKET KIT EG132-1,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5422,5802,,,,
12400395,84149019,EG30 V1 V2 CTRL LINE KIT RETRO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20763,22217,,,,
12400396,84149019,EG37 V1 V2 CTRL LINE KIT RETRO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,19787,21173,,,,
12400397,,EG45 V1 V2 CTRL LINE KIT RETRO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,19361,20717,,,,
12400398,,EG30 V3 CTRL LINE KIT RETROFIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12515,13392,,,,
12400399,,EG37 V3 CTRL LINE KIT RETROFIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12628,13512,,,,
12400401,84149019,EG45 V3 CTRL LINE KIT RETROFIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12628,13512,,,,
12400419,84149019,EG11-15 4000 HRS KIT AUS/DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,21899,23432,,,,
12400422,84149019,EG18-22 4000 HRS KIT AUS/DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22204,23759,,,,
12400426,84149019,EG37-45 4000 HRS KIT AUS/DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,37033,39626,,,,
12400429,84149019,EG55 4000 HRS KIT AUS/DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,44978,48127,,,,
12400432,84149019,EG75 4000 HRS KIT AUS/DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,69390,74248,,,,
12400593,84149019,EG11-15 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30397,32525,,,,
12400594,84149019,EG18-22 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,30397,32525,,,,
12400595,84149019,EG11-15 8000HRS R01 VALVEKIT D,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,40595,43437,,,,
12400596,84149019,EG18-22 8000HRS R01 VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,40595,43437,,,,
12400597,84149019,EG30 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,58946,63073,,,,
12400599,84149019,EG37 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,66641,71306,,,,
12400600,84149019,EG 45 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,76638,82003,,,,
12400601,84149019,EG 55 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,43546,46595,,,,
12400602,84149019,EG 75 8000HRS VALVE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,61330,65624,,,,
12400603,84149019,SPARE KIT FLOAT GAUGE F4,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6544,7003,,,,
12400605,84149019,EG11-15 8000HRS SERVICEKIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,52348,56013,,,,
12400606,84149019,EG18-22 8000HRS SERVICEKIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,53685,57443,,,,
12400607,84149019,EG11-15 8000HRS R01 SER KIT DO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,59037,63170,,,,
12400608,84149019,EG18-22 8000HRS R01 SER KIT DO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,62433,66804,,,,
12400609,84149019,EG30 8000HRS SERVICE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,99563,106533,,,,
12400610,84149019,EG37 8000HRS SERVICEKIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,98303,105185,,,,
12400611,84149019,EG45 8000HRS SERVICEKIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,99300,106251,,,,
12400612,84149019,EG55 8000HRS SERVICE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,86043,92067,,,,
12400613,84149019,EG75 8000HRS SERVICE KIT DOM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,124210,132905,,,,
12400631,84149019,KIT DISCHARGE PIPE EG55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,83920,89795,,,,
12400632,84149019,KIT DISCHARGE PIPE EG55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,24894,26637,,,,
12400640,,NC THERMAL VALVE KIT 65 DEG F4,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5946,6363,,,,
12400641,,NC THERMAL VALVE KIT 75 DEG F4,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6068,6493,,,,
12400642,,NC THERMAL VALVE KIT 65 DEG F3,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7429,7950,,,,
12400644,84149019,NC THERMAL VALVE KIT 65 DEG F2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6844,7324,,,,
12400646,84149019,8000 HRS VALVE KIT - 159 50/60,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,34033,36416,,,,
12400655,84149019,GREASE GUN KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3747,4010,,,,
12400659,84149019,KIT ASSY.-DUCT EG 160PRE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8751,9364,,,,
12400661,84149019,SOLENOID VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11801,12628,,,,
12400672,84149019,8000HRS KIT 102,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,61849,66179,,,,
12400673,84149019,8000HRS KIT 159 AND 159S,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,59566,63736,,,,
12400702,84149019,E75 RETROFIT KIT AIR INLET HO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7085,7581,,,,
12400708,84149019,NEW COOLER ASSY KIT - F3A EG45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,228941,244967,,,,
12400710,,VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,28708,30718,,,,
12400712,,4000 HOURS SERVICE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,44286,47387,,,,
12400713,,CONSUMABLES KIT UPTO 8000 HOUR,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,88571,94771,,,,
12400731,,8000 HOURS KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,96369,103115,,,,
12400736,,OIL BYPASS KIT EG90-160STD 50,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,47919,51274,,,,
12400742,,OIL BYPASS KIT EG132-160P 50HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,69271,74120,,,,
12401130,,HOSE SET FOR 215HP TANDEM 4Nos,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,92763,99257,,,,
12401150,,"HOSE ASSY 3""NB DCV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,26520,28377,,,,
12401170,,PIPE SERVICE LINE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10613,11356,,,,
12401190,,FLANGE WITH ELBOW DCV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4724,5055,,,,
12401200,,PIPE MOF TO OSV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3570,3820,,,,
12401239,,KIT INSURANCE E75 CU225,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,136146,145677,,,,
12401250,,PIPE ASSY MPV TO TCV 335HP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18338,19622,,,,
12401260,,PIPE ASSY TCV TO AC 335HP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35540,38028,,,,
12401290,,PIPE SET 25270 (3 Nos),EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17042,18235,,,,
12401300,,FLANGE ASSY BALL VALVE 25S,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8161,8733,,,,
12401330,,HOSE ASSY TCV TO AFTER COOLER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,24566,26286,,,,
12401340,84211999,RUBBER ADAPTER E45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,351,376,,,,
12401400,,FLANGE 3INCH BALL VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2910,3114,,,,
12401410,,PIPE WITH FLANGE ASSY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1580,1691,,,,
12401430,,"HOSE ASSY 3""NB DCV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,37568,40198,,,,
12401440,,PIPE ASSY TCV TO AC 335 HP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,43384,46421,,,,
12401450,84149019,HOSE SET EL07335 WC QV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,24041,25724,,,,
12401460,,PIPE SET EL07335 WC QV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,13998,14978,,,,
12401480,,FLANGE WITH NIPPLE ASSY 25S,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6173,6606,,,,
12401490,,FLANGE ASSY WATER OUT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3601,3854,,,,
12401520,,HOSE SET EL07335 WC QV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29140,31180,,,,
12401550,,PIPE ASSY -TCV TO BV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14681,15709,,,,
12401590,,"HOSE CHECK VAL TO CO 215HP 2""",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17248,18456,,,,
12401610,,"PIPE 3/8"" TANK TO AIREND",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2911,3115,,,,
12401630,84149019,HOSE SET 2016(215HP)6Nos,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,65449,70031,,,,
12410019,,CONSUMABLES KIT UPTO 4000 HO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7660,8197,,,,
12410049,,CONSUMABLES KIT UPTO 4000 HO,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15736,16838,,,,
12410059,,"VALVE KIT ,EQ EN73",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16831,18010,,,,
12419869,,CONSUMABLES KIT UPTO 8000 HOU,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,44536,47654,,,,
12433599,,S1 VALVE KIT FOR EG 45 -7,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,76255,81593,,,,
12433999,84149019,ORING AND GASKET KIT 102 MODEL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1323,1416,,,,
12434999,84149019,ORING AND GASKET KIT 159 MODEL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1401,1500,,,,
12435679,,S1 VALVE KIT FOR EQ30 -7,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,74739,79971,,,,
12435699,,S1 VALVE KIT FOR EQ45 -7,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,76482,81836,,,,
12435999,84149019,"PULSE,RETURN,LVLTUBS KIT8000hr",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4157,4448,,,,
12436020,84836090,ELEMENT;FLEXIBLE COUPLING L225,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1303,1395,,,,
12436030,84213920,DUST COLLECTOR DSK2501/2560,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,349,374,,,,
12436040,84213920,DUST COLLECTOR DSK2534,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,240,257,,,,
12436999,84149019,4000HrsKit 11-15kWand102 model,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,23837,25506,,,,
12437260,84213920,"1 1/4""HEAD MOF 20-10 G2",RCD Spares; EPSAC ROCD Spares,RCD Spares,Nos,18,5825,6233,,,,
12437270,84213920,"1 1/2""HEAD MOF 20-12 G2",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6339,6783,,,,
12437280,84213920,"3/4"" HEAD BOF 10-06-G2",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3248,3476,,,,
12437520,84836090,COUPLING ELEMENT ROTEX 48,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2544,2723,,,,
12437590,84836090,COUPLING ELEMENT ROTEX 42,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2240,2397,,,,
12437610,84836090,COUPLING ELEMENT ROTEX 55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5787,6193,,,,
12437620,84836090,COUPLING ELEMENT NENCO CN-280,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3689,3948,,,,
12437630,84836090,COUPLING ELEMENT ROTEX 65,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4612,4935,,,,
12437999,84149019,4000HrsKit18kW-22kW except 13b,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,25375,27152,,,,
12439999,84149019,8000Hrs INSURANCE KIT F2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,73574,78725,,,,
12441140,,PIPE SET EH04100 (7 Nos),EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,26521,28378,,,,
12447599,84149019,ORING AND GASKET KIT 159 MODEL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2433,2604,,,,
12447699,84149019,ORING AND GASKET KIT 102 MODEL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2088,2235,,,,
12447799,84149019,"PULSE,RETURN,LVLTUBS KIT8000hr",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3920,4195,,,,
12448199,84149019,HOSE MPV TO COOLER KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5610,6003,,,,
12448299,84149019,HOSE MOS TO BALL VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6253,6691,,,,
12448399,84149019,HOSE TANK TO COOLER KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3294,3525,,,,
12448499,84149019,HOSE MANIFOLD TO COOLER KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3761,4025,,,,
12448599,84149019,HOSE OIL INJECTION KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1695,1814,,,,
12448699,84149019,HOSE DRYER TO BALL VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6004,6425,,,,
12448999,84149019,"INS KIT FOR E22 NC,50Hz N-PLC",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,60497,64732,,,,
12449099,84149019,HOSE MOS TO BALL VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6368,6814,,,,
12449199,84149019,HOSE DRYER TO BALL VALVE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7986,8546,,,,
12463999,84149019,KIT SERVICE 2500 Hrs E75,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,80253,85871,,,,
12465169,84149019,OIL COOLER OUT TO TVB HOSE KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9678,10356,,,,
12465999,,INSURANCE KIT E75 NC V TANK,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,118832,127151,,,,
12471999,,INSURANCE KIT - E75 VE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,115357,123432,,,,
12472769,84149019,O-RING AND GASKET KIT 225 A/E,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11219,12005,,,,
12472779,84149019,O RING AND GASKET KIT 284 A/E,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7771,8315,,,,
12472789,84149019,"PULSE,VENT,RETURN F6 KIT",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10976,11745,,,,
12472799,84149019,HOSE ASSY TV TO O/C KIT-F5F6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17556,18785,,,,
12472809,84149019,HOSE ASSY. O/C TO TV KIT-F5F6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18386,19674,,,,
12472819,84149019,HOSE ASSY MPV TO A/C KIT-F5F6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,34009,36390,,,,
12472829,84149019,HOSE ASSY. TV TO A/E KIT-F5,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11424,12224,,,,
12472839,84149019,HOSE ASSY. TV TO A/E KIT-F6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11933,12769,,,,
12472889,84149019,"PULSE,VENT,RETURN,SLEEV KIT-F5",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,13104,14022,,,,
12472899,84149019,"Service kit ,F3-30,37kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,39457,42219,,,,
12472969,84149019,"Hose MPV to Cooler kit 30,37kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10151,10862,,,,
12472979,84149019,"Hose cooler to drier kit 30,37",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10509,11245,,,,
12472989,84149019,"Hose drier to BV kit - 30,37kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11940,12776,,,,
12472999,84149019,"Hose MPV to cooler kit,F3-45kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15377,16454,,,,
12473009,84149019,"Hose cooler to drier kit,F3-45",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16214,17349,,,,
12473019,84149019,"Hose drier to BV kit,F3-45kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18475,19769,,,,
12473029,84149019,"Hose TVB to cooler Kit 30,37kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7353,7868,,,,
12473039,84149019,"Hose cooler to TV block kit,F3",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7571,8101,,,,
12473049,84149019,"Hose TV to Airend kit,30,37kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7696,8235,,,,
12473059,84149019,Hose TVB to Cooler kitF3-45kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8158,8730,,,,
12473069,84149019,"Hose TV to Airend kit,F3-45kW",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8606,9209,,,,
12473079,84149019,"ORING, BONDED SEAL WASHER KIT-",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3193,3417,,,,
12473089,84149019,"Oring,Gasket kit-30,37(CD,CDV)",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3106,3324,,,,
12473099,84149019,"Oring,Gasket kit - 45kW(C,CV)",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3709,3969,,,,
12473109,84149019,"Oring,Gasket kit -45kW(CD,CDV)",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3571,3821,,,,
12473119,84149019,"Pulse,Return,DrainLine F3-C,CV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5704,6104,,,,
12473139,84149019,Hose MPV to cooler kit-F4-75kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18401,19690,,,,
12473149,84149019,Hose cooler to drier kit-F4-75,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,34128,36517,,,,
12473159,84149019,Hose drier to BV kit -F4-75kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,37968,40626,,,,
12473169,84149019,Hose TVB to cooler kit-F4-75kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,19657,21033,,,,
12473179,84149019,Hose cooler to TVB kit-F4-75kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12174,13027,,,,
12473189,84149019,Hose TVB to Airend kit-F4-75kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12331,13195,,,,
12473199,84149019,"Oring,Gasket Kit F4-75kW(C,CV)",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4901,5245,,,,
12473209,84149019,"Oring,Gasket Kit F4-75(CD",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4279,4579,,,,
12473219,84149019,"Pulse,BDV,Return,DrainKit-75F4",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15847,16957,,,,
12473229,84149019,"Insurance Kit-F4 75kW,C",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,121391,129889,,,,
12473249,84149019,Hose MPV to cooler kit-F4-55kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14122,15111,,,,
12473259,84149019,Hose cooler to drier Kit-F4-55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15976,17095,,,,
12473269,84149019,Hose drier to BV kit -F4-55kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,23102,24720,,,,
12473319,84149019,"Oring,Gasket Kit F4-55(CD",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4183,4476,,,,
12473329,84149019,"Pulse,BDV,return,DrainKit-55F4",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18867,20188,,,,
12473359,84149019,INTERCONNECTR O/C HOSE ASSYF6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17440,18661,,,,
12473369,84149019,"Pulse,Return,Drain Line F3-CDV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4696,5025,,,,
12473409,,"Insurance Kit - F3 45kW-CD,CDV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,146956,157243,,,,
12473419,84149019,"Pulse,BDV,Ret,DrainKit-75F4-CD",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20693,22142,,,,
12473429,84149019,"Pulse,BDV,Ret,DrainKit-55F4-CD",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20415,21845,,,,
12473479,84149019,"PULSE,PR,BDV,ADV LINE-F6 60Hz",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,62501,66877,,,,
12473539,84149019,Insurance Kit E02en to E05en,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,23399,25037,,,,
12473549,84149019,Insurance Kit E05enX to E15en,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16459,17612,,,,
12473559,,O-RING-GASKETKIT 225 A/E F5WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17921,19176,,,,
12473569,40169340,O-RING-GASKETKIT 284 A/E F6WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9002,9633,,,,
12473579,84149019,Hose AssyTV to O/C Kit-F5F6 WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20217,21633,,,,
12473589,84149019,Hose AssyO/C to TV Kit-F5F6 WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18287,19568,,,,
12473599,84149019,Hose Assy Tank to MPV Kit-F5WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,43743,46806,,,,
12473609,84149019,Hose Assy Tank to MPV Kit-F6WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,56306,60248,,,,
12473619,84149019,Hose Assy TV to A/E Kit-F5 WC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,11743,12566,,,,
